Offset,MIDI
1128.8,46
1129.6,47
1129.6,46
1130.4,45
1131.2,48
1131.2,46
1132.0,45
1132.8,47
1132.8,45
1132.8,48
1133.6,45
1134.4,45
1135.2,47
1136.0,45
1136.0,49
1136.0,46
1136.0,47
1137.6,47
1137.6,46
1138.4,45
1139.2,49
1140.0,47
1140.8,47
1141.6,48
1142.4,46
1142.4,48
1143.2,45
1144.0,49
1144.0,45
1144.8,46
1145.6,49
1145.6,47
1146.4,47
1147.2,46
1148.0,49
1148.8,49
1148.8,47
1149.6,46
1150.4,47
1152.0,47
1152.0,45
1152.0,46
1152.0,49
1152.8,45
1153.6,45
1154.4,45
1155.2,45
1156.8,45
1158.4,45
1158.4,46
1160.0,46
1160.0,47
1160.8,46
1161.6,46
1161.6,45
1162.4,45
1163.2,46
1164.0,46
1164.8,45
1164.8,47
1164.8,46
1165.6,45
1167.2,47
1168.0,47
1168.0,46
1169.6,47
1169.6,46
1170.4,45
1171.2,45
1171.2,46
1172.0,47
1172.0,45
1172.8,45
1173.6,48
1174.4,48
1174.4,46
1175.2,45
1176.0,46
1176.0,48
1176.8,46
1177.6,47
1177.6,46
1178.4,47
1179.2,45
1180.0,49
1180.8,49
1181.6,46
1182.4,47
1184.0,45
1184.0,46
1184.0,47
1184.0,48
1184.8,45
1186.4,45
1187.2,47
1187.2,45
1187.2,46
1188.0,45
1188.8,45
1190.4,46
1192.0,46
1192.0,45
1192.0,47
1192.8,46
1193.6,46
1193.6,45
1194.4,45
1195.2,46
1195.2,48
1196.0,47
1196.8,47
1196.8,48
1196.8,46
1197.6,45
1198.4,45
1199.2,47
1200.0,49
1200.0,47
1201.6,47
1201.6,46
1202.4,45
1203.2,47
1203.2,48
1204.0,47
1204.8,47
1205.6,48
1206.4,48
1206.4,45
1207.2,45
1208.0,47
1208.0,46
1208.0,49
1208.8,46
1209.6,49
1209.6,45
1210.4,47
1211.2,46
1212.0,49
1212.0,45
1212.8,47
1212.8,49
1213.6,46
1214.4,47
1216.0,45
1216.0,49
1216.0,47
1216.8,45
1217.6,45
1218.4,45
1219.2,45
1220.0,47
1220.8,45
1222.4,46
1222.4,45
1222.4,47
1224.0,46
1224.0,47
1224.8,46
1225.6,46
1225.6,45
1226.4,45
1227.2,46
1228.0,48
1228.8,46
1228.8,47
1229.6,45
1231.2,47
1232.0,48
1232.0,46
1232.0,47
1233.6,46
1233.6,47
1234.4,45
1235.2,47
1235.2,46
1236.0,45
1236.0,47
1236.8,45
1237.6,48
1238.4,46
1238.4,48
1239.2,45
1240.0,49
1240.8,46
1241.6,47
1241.6,48
1242.4,47
1243.2,45
1244.0,49
1244.0,46
1244.8,49
1244.8,45
1245.6,46
1246.4,47
1248.0,45
1248.0,49
1248.0,47
